price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
3150000.0,3500,2,1,1,0,0,1,0,0,0,0,1
3150000.0,4095,2,1,1,1,0,0,0,0,2,0,1
3150000.0,1650,3,1,2,0,0,1,0,0,0,0,0
3150000.0,3450,3,1,2,1,0,1,0,0,0,0,1
3150000.0,6750,2,1,1,1,0,0,0,0,0,0,1
3150000.0,9000,3,1,2,1,0,0,0,0,2,0,1
3150000.0,3069,2,1,1,1,0,0,0,0,1,0,0
3143000.0,4500,3,1,2,1,0,0,0,1,0,0,0
3129000.0,5495,3,1,1,1,0,1,0,0,0,0,0
3118850.0,2398,3,1,1,1,0,0,0,0,0,1,1
3115000.0,3000,3,1,1,0,0,0,0,1,0,0,0
3115000.0,3850,3,1,2,1,0,0,0,0,0,0,0
3115000.0,3500,2,1,1,1,0,0,0,0,0,0,0
3087000.0,8100,2,1,1,1,0,0,0,0,1,0,0
3080000.0,4960,2,1,1,1,0,1,0,1,0,0,0
3080000.0,2160,3,1,2,0,0,1,0,0,0,0,1
3080000.0,3090,2,1,1,1,1,1,0,0,0,0,0
3080000.0,4500,2,1,2,1,0,0,1,0,1,0,1
3045000.0,3800,2,1,1,1,0,0,0,0,0,0,0
3010000.0,3090,3,1,2,0,0,0,0,0,0,0,1
3010000.0,3240,3,1,2,1,0,0,0,0,2,0,1
3010000.0,2835,2,1,1,1,0,0,0,0,0,0,1
3010000.0,4600,2,1,1,1,0,0,0,0,0,0,2
3010000.0,5076,3,1,1,0,0,0,0,0,0,0,0
3010000.0,3750,3,1,2,1,0,0,0,0,0,0,0
3010000.0,3630,4,1,2,1,0,0,0,0,3,0,1
3003000.0,8050,2,1,1,1,0,0,0,0,0,0,0
2975000.0,4352,4,1,2,0,0,0,0,0,1,0,0
2961000.0,3000,2,1,2,1,0,0,0,0,0,0,1
2940000.0,5850,3,1,2,1,0,1,0,0,1,0,0
2940000.0,4960,2,1,1,1,0,0,0,0,0,0,0
2940000.0,3600,3,1,2,0,0,0,0,0,1,0,0
2940000.0,3660,4,1,2,0,0,0,0,0,0,0,0
2940000.0,3480,3,1,2,0,0,0,0,0,1,0,1
2940000.0,2700,2,1,1,0,0,0,0,0,0,0,2
2940000.0,3150,3,1,2,0,0,0,0,0,0,0,0
2940000.0,6615,3,1,2,1,0,0,0,0,0,0,1
2870000.0,3040,2,1,1,0,0,0,0,0,0,0,0
2870000.0,3630,2,1,1,1,0,0,0,0,0,0,0
2870000.0,6000,2,1,1,1,0,0,0,0,0,0,1
2870000.0,5400,4,1,2,1,0,0,0,0,0,0,0
2852500.0,5200,4,1,3,1,0,0,0,0,0,0,0
2835000.0,3300,3,1,2,0,0,0,0,0,1,0,1
2835000.0,4350,3,1,2,0,0,0,1,0,1,0,0
2835000.0,2640,2,1,1,0,0,0,0,0,1,0,2
2800000.0,2650,3,1,2,1,0,1,0,0,1,0,0
2800000.0,3960,3,1,1,1,0,0,0,0,0,0,2
2730000.0,6800,2,1,1,1,0,0,0,0,0,0,0
2730000.0,4000,3,1,2,1,0,0,0,0,1,0,0
2695000.0,4000,2,1,1,1,0,0,0,0,0,0,0
2660000.0,3934,2,1,1,1,0,0,0,0,0,0,0
2660000.0,2000,2,1,2,1,0,0,0,0,0,0,1
2660000.0,3630,3,3,2,0,1,0,0,0,0,0,0
2660000.0,2800,3,1,1,1,0,0,0,0,0,0,0
2660000.0,2430,3,1,1,0,0,0,0,0,0,0,0
2660000.0,3480,2,1,1,1,0,0,0,0,1,0,1
2660000.0,4000,3,1,1,1,0,0,0,0,0,0,1
2653000.0,3185,2,1,1,1,0,0,0,1,0,0,0
2653000.0,4000,3,1,2,1,0,0,0,1,0,0,0
2604000.0,2910,2,1,1,0,0,0,0,0,0,0,0
2590000.0,3600,2,1,1,1,0,0,0,0,0,0,0
2590000.0,4400,2,1,1,1,0,0,0,0,0,0,0
2590000.0,3600,2,2,2,1,0,1,0,0,1,0,2
2520000.0,2880,3,1,1,0,0,0,0,0,0,0,0
2520000.0,3180,3,1,1,0,0,0,0,0,0,0,0
2520000.0,3000,2,1,2,1,0,0,0,0,0,0,2
2485000.0,4400,3,1,2,1,0,0,0,0,0,0,0
2485000.0,3000,3,1,2,0,0,0,0,0,0,0,1
2450000.0,3210,3,1,2,1,0,1,0,0,0,0,0
2450000.0,3240,2,1,1,0,1,0,0,0,1,0,0
2450000.0,3000,2,1,1,1,0,0,0,0,1,0,0
2450000.0,3500,2,1,1,1,1,0,0,0,0,0,0
2450000.0,4840,2,1,2,1,0,0,0,0,0,0,0
2450000.0,7700,2,1,1,1,0,0,0,0,0,0,0
2408000.0,3635,2,1,1,0,0,0,0,0,0,0,0
2380000.0,2475,3,1,2,1,0,0,0,0,0,0,2
2380000.0,2787,4,2,2,1,0,0,0,0,0,0,2
2380000.0,3264,2,1,1,1,0,0,0,0,0,0,0
2345000.0,3640,2,1,1,1,0,0,0,0,0,0,0
2310000.0,3180,2,1,1,1,0,0,0,0,0,0,0
2275000.0,1836,2,1,1,0,0,1,0,0,0,0,1
2275000.0,3970,1,1,1,0,0,0,0,0,0,0,0
2275000.0,3970,3,1,2,1,0,1,0,0,0,0,0
2240000.0,1950,3,1,1,0,0,0,1,0,0,0,0
2233000.0,5300,3,1,1,0,0,0,0,1,0,1,0
2135000.0,3000,2,1,1,0,0,0,0,0,0,0,0
2100000.0,2400,3,1,2,1,0,0,0,0,0,0,0
2100000.0,3000,4,1,2,1,0,0,0,0,0,0,0
2100000.0,3360,2,1,1,1,0,0,0,0,1,0,0
1960000.0,3420,5,1,2,0,0,0,0,0,0,0,0
1890000.0,1700,3,1,2,1,0,0,0,0,0,0,0
1890000.0,3649,2,1,1,1,0,0,0,0,0,0,0
1855000.0,2990,2,1,1,0,0,0,0,0,1,0,0
1820000.0,3000,2,1,1,1,0,1,0,0,2,0,0
1767150.0,2400,3,1,1,0,0,0,0,0,0,0,1
1750000.0,3620,2,1,1,1,0,0,0,0,0,0,0
1750000.0,2910,3,1,1,0,0,0,0,0,0,0,2
1750000.0,3850,3,1,2,1,0,0,0,0,0,0,0
